"Type","Identifiant","Toponyme","Code ISO 1","Code ISO 2","Code ISO 3","Trait de côte (km)","Surface (km²)","Latitude","Longitude"
"ILE NORMALE",241,"","ALA","","","",2.0515939496203273,0.11824566270214319,21.0835398941225,59.9236230418002
"ILE NORMALE",242,"","ALA","","","",1.3137388585839322,0.06763363192176819,20.2003053041982,59.9356557711051
"ILE NORMALE",243,"","ALA","","","",1.1803273746155485,0.05771028706616163,21.0826449255354,59.8758889666424
"ILE NORMALE",244,"","ALA","","","",2.767906828368971,0.1659415477027893,20.2076208657416,59.9273997432719
"ILE NORMALE",245,"","ALA","","","",1.1187538993516566,0.048135358262002464,21.0813103967089,59.9129047423926
"ILE NORMALE",246,"","ALA","","","",3.808871264300175,0.24724679494524002,20.2087112454763,59.9318773814512
"ILE NORMALE",247,"","ALA","","","",1.3623637972972993,0.05388482089328766,21.0822231096489,59.8919923301912
"ILE NORMALE",248,"","ALA","","","",1.525057849608037,0.07609920658802986,20.2094711450172,59.9240932503672
"ILE NORMALE",249,"","ALA","","","",2.6070109725983954,0.1666098751706481,21.0828846376072,59.9331523790267
"ILE NORMALE",250,"","ALA","","","",1.4822968799092309,0.06176480648653954,20.2134709365785,59.8976416711229
"ILE NORMALE",251,"","ALA","","","",3.8559306571838845,0.223838744461596,21.0859082341015,59.9470391897949
